ID,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
8018,10623,-1.660204641,1.066716768,1.602748985,-1.177401855,-0.054594595,-1.061944123,0.582840348,-0.558731021,2.154629303,0.138095965,0.526697513,-2.964653847,1.005721929,1.00343262,-0.035279884,0.45205156,-0.070810357,-0.106147545,-0.869335301,-0.1231254,-0.281139696,-0.438688578,-0.177301343,0.35857784,-0.447198364,0.585274148,-0.606592823,0.076225284,26.95
8019,10625,1.296945425,0.077368767,0.536550314,0.030777404,-0.437136926,-0.681533797,-0.253370637,-0.25280016,1.623653392,-0.605754704,0.377172752,-2.132664871,2.449050461,1.420247147,0.486729912,0.495504,0.154549615,-0.053601269,0.0045597,-0.029111321,-0.302583423,-0.608391215,0.028449754,-0.108949385,0.175869411,0.893945231,-0.096594013,0.001359512,15
8020,10625,1.266802912,-0.031204138,0.677153485,0.393112592,-0.680857949,-0.712890007,-0.275749173,-0.226801752,2.031225052,-0.738204593,0.282227058,-1.903397443,1.817809651,1.15740404,-1.066167148,-0.406052456,0.908380537,-0.471744308,0.256631657,-0.119170111,-0.263961912,-0.250174878,-0.049873781,0.426397636,0.428917323,1.072995163,-0.091864208,-0.006271283,5
8021,131024,0.469749517,-1.23755547,-1.767340616,4.833490128,-0.268714559,-0.512759848,1.140148806,-0.341273,-1.046350984,0.085661535,-0.00012118,-0.054380843,0.736191603,-2.306644788,-0.464003364,1.6727228,1.165736541,0.561322707,-2.300797676,1.277315034,0.303905313,-0.647075252,-0.373013646,0.260801138,-0.496566412,-0.245972762,-0.117857669,0.144774181,723.21
8022,10626,-1.109963252,0.104215405,2.074489176,-0.861887253,0.566133288,-1.377030756,0.16078951,-0.140724981,1.052130321,-1.314461664,0.552149159,-2.246444529,2.196003197,1.338347359,-0.226038756,0.537321552,0.062001501,-0.1059918,-0.829709479,0.120670639,-0.133431422,-0.431460371,0.030979017,0.385032914,-0.126229362,0.704831401,-0.072160448,0.094319763,19.28
8023,10626,-0.508383482,1.224551303,2.124558754,2.866827758,0.209367795,0.744536737,0.079032917,0.306903463,-0.186537604,0.623294607,2.259479383,-2.3794882,1.347730865,1.891993103,0.217442002,0.006847435,0.694076854,0.52137761,0.437248595,0.252270022,-0.085799187,0.032124075,0.066699958,-0.065771557,-0.612527356,0.047178717,0.380707597,0.201825708,24
8024,10626,-0.628595931,0.345250459,1.70567985,0.282236173,-0.219875991,0.220464347,0.161542709,0.053182443,1.15604975,-0.679824016,2.27970412,-1.505989968,1.553385167,1.370054804,-1.188326106,-1.030933016,1.369069912,-0.176157909,1.235644859,-0.009602415,-0.049160003,0.353904397,-0.080277502,0.282312848,-0.58154128,1.125426874,-0.010822329,0.096928497,67.83
8025,10630,-0.636392792,0.82048125,2.560305245,1.091705804,-0.169117413,0.350479863,0.087370338,-0.046477068,1.893214724,-0.352846431,-0.383536549,-2.987590378,1.076185499,0.840978897,-0.226339122,-0.25548583,0.504406144,0.671810666,0.619927395,0.128289386,-0.2621439,-0.053601345,-0.189245388,-0.195062809,0.009735087,-0.354480247,0.099431327,-0.06296228,4.99
8026,10630,-0.732856655,0.675073272,1.698803895,-1.217481756,0.12198334,-0.5476779,0.417747339,0.046241535,1.047147379,-0.937630922,1.844530591,-2.024893128,1.51265155,1.588045064,-0.889533538,0.87059098,-0.307381738,0.554232755,-0.478442042,0.080186291,-0.182528803,-0.338531058,-0.042061993,-0.035442147,-0.341831105,0.68332744,0.215165948,0.157954852,25
8027,10631,1.23167042,0.112812918,0.735621626,0.08388331,-0.419782626,-0.474267368,-0.282770024,-0.182220417,1.480850052,-0.668247799,1.162226096,-1.513726066,3.037776368,1.33813467,0.625845726,0.024804321,0.573539021,-0.751100324,-0.543989055,-0.044723184,-0.238153234,-0.342945218,0.117430596,0.111283666,0.062815817,0.890464266,-0.073799231,0.003521848,8.66
8028,10632,-1.005827222,-0.798811605,2.346616532,-1.200700109,-1.186650594,0.024902068,0.165242799,-0.217934715,0.923255384,-0.332227702,0.658774774,-3.483421072,1.133557329,0.499532577,-0.679642511,0.93025567,1.071113511,-1.144785188,-0.785155767,0.060241905,0.26914121,1.140791118,0.00960458,0.369829384,-0.272205357,-0.302313506,-0.118975247,-0.057727191,205
8029,10633,1.048053686,-0.262968493,0.665973091,1.299743054,-0.126931325,1.07511199,-0.660603999,0.209875061,2.135842187,-0.524573719,-0.852635615,-2.733277142,1.626995944,1.207369707,0.247833388,0.398093378,0.103846867,0.54281379,-0.546759253,-0.000337724,-0.039786483,0.126665692,-0.296729735,-1.378035369,0.551202176,-0.172857003,0.036256328,0.027034592,97
8030,10634,-0.415565518,1.128311346,1.69309292,0.177197504,-0.048173677,-0.84489362,0.617898421,-0.132611691,0.932058172,-0.679774681,0.498070045,-2.71827492,1.370828967,1.637059949,0.143629471,0.184373335,0.356158881,-0.040282607,-0.18936296,0.045936611,-0.378822633,-0.805346425,0.006603199,0.296322894,-0.225306242,0.033373553,0.234722803,0.114256619,8.92
8031,10636,-0.262491577,0.644146503,2.123355287,-0.47532657,-0.129377988,-0.530776274,0.523055161,-0.268068292,1.215400246,-0.87303334,1.147880883,-2.547704711,1.50639971,1.318600948,0.567177536,-0.194310058,0.686810088,-0.541897139,-0.490380972,-0.002832911,-0.202045646,-0.177300973,-0.004457565,0.380616937,-0.516006754,0.805624728,-0.195540066,-0.179037603,13.27
8032,10640,1.133898318,-0.217729918,0.73842757,0.453808897,-0.735565897,-0.432134127,-0.336499964,-0.0886174,2.079784048,-0.783417866,0.710917434,-1.985038474,1.224520522,1.317139582,-0.776899122,-0.766018528,1.337853779,-0.957612913,-0.233848943,-0.125422263,-0.199857302,-0.135619567,-0.00333687,0.434104727,0.281725534,1.080275432,-0.084819223,-0.001492671,39.2
8033,10641,-4.909426952,4.755107476,-0.379501395,-1.372764404,0.908729666,1.648031204,-1.916037879,-12.94320152,2.926963858,1.932007043,-0.060651639,-1.74354816,1.982544857,0.835305879,-1.436569017,0.145901346,-0.075309428,0.083144548,-2.058984073,-1.880986919,11.07329728,-3.945337946,1.227898861,-0.735867693,0.915047232,-0.650007662,0.159717046,-0.428643754,0.89
8034,10643,-2.372834141,-0.612307848,3.224686307,3.758968495,-0.483226205,1.615777723,-1.719114976,1.101558667,1.853863868,0.467220165,0.97899632,-2.28545677,0.157705418,0.731573778,-2.025575385,-0.624412945,1.654810422,0.788221258,0.983593291,0.350867883,-0.021965443,0.630479119,-0.499405319,0.021481338,0.060255102,0.499542059,0.329417067,-0.259836836,61.43
8035,10645,1.206027006,-0.175713698,0.628146888,0.423410915,-0.764331008,-0.711194813,-0.277507345,-0.198106112,2.121048556,-0.734623508,0.180425992,-2.231711556,1.201934488,1.288045417,-0.99361151,-0.373599838,0.945963328,-0.389948441,0.249412444,-0.095079277,-0.252036259,-0.317718573,-0.068666472,0.429269324,0.396216712,1.070841317,-0.101898321,-0.002003531,36.16
8036,10645,-0.227002619,0.688685252,1.369539926,-0.367563665,0.3267992,0.288517098,0.27257904,0.00589233,1.031434522,-0.906074307,-0.016268638,-2.747230828,2.140310787,1.452030269,0.929214933,-0.01492614,0.530221708,-0.032217164,0.642389324,0.098615615,-0.185683524,-0.264649188,-0.042523073,-0.886979353,-0.661895543,0.968902711,0.056352499,0.122194284,24.86
8037,10647,0.889158467,-0.72773476,0.339525827,0.356472982,-0.702441597,-0.148669331,-0.183770802,-0.070213658,1.86939742,-0.636189073,1.580321741,-1.65671821,1.182143268,1.503839601,-1.648943296,-0.059333707,0.580349566,0.247422329,0.615212251,0.238199207,-0.12913914,-0.348384332,-0.25828442,0.036026496,0.353015287,1.058324328,-0.13526186,0.011053512,190
8038,10647,-2.227332722,-1.632325339,2.444756261,0.56928826,1.757614534,-1.361786808,0.056576946,-0.899850127,1.929848132,-0.047525922,0.649701007,-2.14622462,2.445584362,0.25066969,-0.628120738,-1.00260794,0.819661996,-0.398982454,1.312529238,-0.168213594,-0.506358028,0.02720401,0.088108302,0.497154732,0.348282502,1.1367354,-0.608920954,-0.451512394,24.5
8039,10648,1.118168307,0.184161254,1.675207601,1.659713333,-1.055720235,-0.427590396,-0.556458549,-0.094203154,1.95195495,-0.609901274,0.845101835,-1.188605131,2.822210507,0.859859761,-0.73419395,-0.164637753,0.60668299,-0.1149598,-0.623723946,-0.113661198,-0.1632894,0.0397694,0.057864942,0.901391396,0.362667017,-0.48505452,0.054438749,0.040096559,9.99
8040,10650,-1.911574813,-1.04692565,2.339121134,-0.221451502,1.21586312,-1.900629387,-0.596553505,0.041013515,1.593499739,-1.35592183,0.186610038,-2.488490507,0.762164715,1.283713265,-1.509138076,-0.348872679,0.895325949,-0.321995954,-0.341820555,0.277348511,-0.060918011,-0.324611999,0.02538612,0.728057105,0.439552032,0.970636003,-0.143700944,0.070313226,13
8041,10650,1.269181469,-0.058498519,0.244880706,-0.29192874,0.09268419,0.481663012,-0.492029432,0.107168031,1.486308827,-0.461817277,1.609329616,-1.859089701,1.935399453,1.708224355,0.14396935,0.618332876,-0.031089267,0.274225699,0.193196521,-0.073987602,-0.276897568,-0.544522621,-0.02554226,-1.157784839,0.146603984,0.950048393,-0.087105087,-0.021183587,9
8042,132086,-0.361427839,1.133471917,-2.97136044,-0.283072526,0.371451593,-0.574679962,4.031513441,-0.934397841,-0.768254682,-2.248115174,-0.482409384,-0.690550364,0.181274905,-2.372551798,-0.006868046,0.146399069,1.759314194,1.083039514,-0.391047742,-0.025861622,0.110814637,0.563860613,-0.408436059,-0.880078913,1.408392323,-0.137402363,-0.001249817,-0.182750897,480.72
8043,10652,1.382801584,0.336221844,-0.180283506,-0.07136361,0.255963416,-0.766442104,0.252262385,-0.455941045,1.157252381,-0.583157701,0.24336772,-1.720942006,3.447949716,1.438235955,0.036311844,0.139971216,0.147560011,-0.289788135,0.263169843,0.012227961,-0.27166179,-0.419168372,-0.141151524,-0.384103231,0.570705465,1.048607984,-0.12024464,-0.016327592,4
8044,10652,1.166975946,-0.000326929,0.821222402,0.026074573,-0.533805566,-0.2828462,-0.429517651,-0.004775543,1.324798635,-0.478469061,2.909672349,-1.172285926,2.139054989,1.702770379,-0.003522488,0.199031452,0.441229782,-0.225642177,-0.326874406,-0.082850123,-0.179892265,-0.258784544,0.13628291,0.240199954,-0.022067851,0.862640976,-0.083121053,-0.005646823,12.24
8045,10655,-0.901176305,0.75906652,1.872773345,-0.011518213,-0.148134195,-0.14319793,0.257329081,-0.14483074,1.148578119,-0.572746854,2.003182015,-1.306710415,2.270930551,1.081187189,-1.613522725,-0.640098716,0.879358361,0.19727578,1.426237007,-0.01555877,-0.093081413,0.154202453,-0.11907661,0.39303361,-0.054965596,1.100323269,-0.390989287,0.093192316,6.7
8046,10660,1.233983613,-0.04109573,0.809495457,0.475302908,-0.850929662,-0.901697095,-0.265079359,-0.246855405,2.014433638,-0.739713792,0.571199754,-1.816671145,1.717867399,1.186899963,-1.085069664,-0.499980183,1.031365853,-0.573535673,0.130537148,-0.122666122,-0.239710948,-0.195278815,-0.012740419,0.75715965,0.381472305,1.052079193,-0.092635865,-0.002151558,9.9
8047,10661,1.315863115,0.054643575,0.532095607,0.029953713,-0.49483117,-0.703192324,-0.318163975,-0.207128446,1.739592649,-0.57880068,0.247784944,-2.536141157,1.689389566,1.568789363,0.568612501,0.529724353,0.197558436,0.037314245,0.012895939,-0.098195563,-0.317404801,-0.665138422,0.046430865,-0.130216268,0.153927809,0.897559941,-0.099643768,-0.002023242,4.92
8048,10662,-2.809632488,-0.652039204,1.557660163,-0.693011606,0.300396916,-1.300270292,0.012634392,-0.002512465,1.379614979,-0.58888563,2.229908104,-2.227228045,0.752230903,1.682872876,-0.629502194,0.879641326,-0.076211039,0.440779617,-0.43351233,-0.963790637,-0.365100604,-0.229775783,0.808472208,0.495576935,-0.036611227,0.658919364,-0.735545916,0.010194674,8.1
8049,10663,-0.565507091,0.544952823,0.937206949,-1.357169863,0.96570328,0.998878246,0.326213623,0.297776125,1.555578006,-1.096622712,0.33600916,-2.118720706,1.579662045,1.164894057,-2.122582994,0.212149017,0.003222738,0.253359334,0.105711844,0.015057685,-0.227760004,-0.135346456,-0.332376222,-1.69100231,-0.055543071,0.980261168,0.259982985,0.145320151,16.1
8050,10673,1.20898805,0.017558638,0.608231151,-0.10395318,-0.241786152,0.028777716,-0.420482041,0.010294957,1.309359032,-0.486760745,2.492937652,-1.164685798,2.576055983,1.601856442,-0.002712199,0.337603905,0.228251883,-0.094921676,-0.128144736,-0.048127418,-0.212239285,-0.327293667,0.068416898,-0.282852527,0.061342702,0.894688557,-0.081143703,-0.010687916,10
8051,10677,-0.66395057,0.360460218,2.173650581,-0.736372015,0.265139228,-0.666882463,0.941538643,-0.635108283,1.816510638,-0.913915666,0.232312428,-2.373689977,1.660637823,0.564199888,-1.632172016,-0.420869596,0.443902322,-0.436838174,-0.26847416,0.005511492,-0.264683192,-0.044520747,-0.304031782,0.436478161,-0.004056156,0.849022385,-0.478064883,-0.34926799,36.3
8052,10686,-0.801526047,0.463083271,2.374641631,-0.053499723,0.065373833,-0.007133547,0.305351986,-0.157490136,0.726587806,-0.440426951,2.931033992,-1.78818758,1.910156479,1.467466566,0.481593561,-0.372172686,0.757200076,0.070331688,0.884441244,0.195585532,-0.159803178,-0.093979869,-0.049514776,0.230821421,-0.248341252,1.007092947,-0.314896816,-0.142638108,34.79
8053,10686,1.125774002,0.630222072,0.570290709,2.497722363,0.160758859,-0.126000042,0.12902716,-0.035777229,0.243092159,0.477194648,1.815959099,-2.316294038,0.868105147,2.189806196,-0.895975744,0.976548727,-0.173284685,0.147591178,-0.530829093,-0.171597647,-0.601567756,-1.744177889,0.212888228,-0.159103583,0.089030605,-0.526192308,-0.060412237,0.011476529,30.88
8054,10691,-1.329755983,1.206895439,1.683932332,-1.350172904,-0.006934972,-0.701785454,0.69376373,-0.229374633,1.624248189,0.182771694,2.452041535,-1.529395042,2.279595764,1.008002234,-0.923885288,0.599910135,-0.371692776,0.253947865,-0.68785979,0.480439758,-0.327280614,-0.243182934,-0.077461631,0.313565411,-0.233628557,0.64668101,0.375054243,0.181217305,24.98
8055,10692,-1.765910186,1.043830082,1.345769527,-0.895306036,-0.476816334,-0.809040191,0.135713295,0.322351138,1.420411608,-0.791144702,0.881661251,-2.270433886,1.549944598,1.612943533,0.134705542,0.244217382,0.647463707,-0.58968393,-1.198764955,-0.227499532,-0.211658004,-0.200776074,0.360916808,0.367042917,-0.339929552,0.719672528,0.034053348,0.15453024,30
8056,10695,-4.284992477,-3.118103039,2.694207206,3.84964724,1.838029928,-0.437442465,-1.744143612,0.414289364,1.413886215,1.706107009,2.096535047,-3.415157177,-0.255126608,1.482501476,1.330569026,0.571691687,0.430373799,1.391302446,0.280827702,0.065138533,-0.174987588,0.647052252,0.781133509,-0.066783882,0.24145338,0.428020847,0.357876052,0.855131043,138.9
8057,10699,1.214707514,1.003031216,0.433522538,2.746734396,0.273206433,-0.940472279,0.591185832,-0.47822722,-0.045570029,0.317819363,0.991618017,-1.630189887,3.219047249,1.640142178,-0.738816595,0.126046811,0.278097251,-0.539875287,-1.223624827,-0.116386698,-0.126200398,-0.051471949,-0.070272169,0.707819487,0.720937666,0.003978994,-0.054748307,0.010284388,1
8058,10699,1.200732059,0.023186243,0.84480097,0.083528539,-0.74336486,-0.76336727,-0.353993587,-0.138471624,1.349458853,-0.43223965,2.666038655,-1.331027523,2.018057679,1.703911146,-0.240318854,0.497794516,0.172014341,0.240409996,0.030219257,-0.051252678,-0.206115486,-0.385871518,0.103854994,0.535306736,0.043743662,0.833467597,-0.101312327,-0.001843624,16.9
8059,10705,-1.217688942,-0.002970357,2.82359099,-0.796321336,0.38409439,0.605970367,-0.285945244,0.34178013,1.590556549,-0.868580675,2.355454242,-1.912501964,1.141038975,1.043881548,-0.686346495,-0.019057606,0.522774218,-0.127486014,-1.147745226,0.189880503,0.017486452,0.51794902,-0.195365174,-0.281773918,0.062651309,1.028306629,0.043285981,-0.119182522,17
8060,10705,-1.108000164,1.014912976,1.752139542,-1.175178846,-0.2729418,-0.750593854,0.603226269,-0.097216955,1.144843995,-0.553471541,2.506064734,-1.410251748,2.252204847,1.337174888,-0.987198346,0.662330866,-0.183823134,0.243064626,-0.707117903,0.1208455,-0.18878197,-0.188261192,-0.027083187,0.528340188,-0.352757344,0.641732315,0.227142335,0.232192032,47.6
8061,10705,-0.738027619,0.041667058,1.104942909,0.463003774,0.197646443,-0.416251299,-0.005761495,-0.429864967,1.456985894,0.519157643,2.103017895,-2.340597009,1.425532663,1.47091947,0.55140437,-0.109583504,0.395601623,0.822000422,2.037135566,-0.365432286,-0.210936541,0.243575055,0.659375056,0.015689687,-1.644498092,0.841556816,-0.307372796,-0.092950419,1.86
8062,10707,-0.31131323,0.788870135,2.187865328,0.582377903,-0.79978066,-0.083654479,-0.729543927,-1.586575434,1.973657268,-1.073865966,0.336684517,-1.695499198,1.753739341,1.059104768,-1.329828386,0.320586007,0.318462103,-0.009926286,-1.621476878,-0.578140936,1.336352016,-0.691456737,-0.062013946,0.629253245,0.879702841,-0.572876559,0.20203653,0.224005125,9.99
8063,132688,0.432554462,1.861373345,-4.310353062,2.448080475,4.574093675,-2.979912075,-2.792379134,-2.719866519,-0.276703666,-2.314747164,2.222960058,-0.407550443,-1.652311539,-5.871438078,-0.427646957,1.679872964,5.540865319,3.207636964,-0.559479811,0.318852892,-1.384476843,-0.348903878,-3.979947881,-0.828156262,-2.419445982,-0.767069607,0.387038911,0.319401535,1
8064,10711,-0.577358524,0.946414301,1.028055609,0.12929812,-0.157225236,-0.269962215,0.28714091,-0.416048057,2.071008537,1.470462113,2.179459073,-2.545277978,1.066048973,1.224516358,0.586394474,-0.264297456,0.32915818,0.807975093,1.820064653,0.662070045,-0.310445682,0.072663129,0.15784259,-0.027735804,-1.569349243,0.846724435,0.274948819,0.097283076,24
8065,10712,-0.848869245,-0.373764036,2.977380425,0.149159571,-0.686616487,0.840113798,-0.915745179,0.585829695,2.724817167,-1.315135705,0.469422372,-1.974438758,0.371012304,0.416735116,-3.392163739,0.12775884,0.489379434,0.969232603,-0.066774322,-0.09806539,0.081523806,0.717807042,-0.110085598,0.018717041,-0.37296667,0.494495353,0.115859374,0.14415298,38
8066,10718,1.208422446,-0.172429963,0.757729435,0.338980488,-0.843208793,-0.539098711,-0.464704733,-0.017403289,1.958791479,-0.530510442,1.940464515,-1.85379494,0.365569862,1.631372479,-1.635852048,-0.208040377,0.809516251,0.118860415,0.47655709,-0.200330904,-0.213911456,-0.208248979,-0.02046788,0.545570493,0.325971033,1.047069786,-0.104091279,-0.017209736,4.9
8067,10719,-0.244256886,1.226274342,0.850757257,-0.064675724,0.799527859,-0.114586188,0.638003591,-0.088486579,0.924341892,-0.896737242,-0.449363888,-2.842919744,2.392518842,0.844287567,0.216186795,0.744421718,0.209225826,0.545577451,0.229229785,0.15095877,-0.499145485,-1.101381809,-0.169355914,-1.119111392,0.018170537,0.118610737,0.2179725,0.078796709,8.52
8068,10721,1.164712921,0.141302266,0.469940515,0.873426615,-0.63020166,-0.884148786,-0.288702503,0.019355155,1.50642973,-0.403012897,2.238714868,-3.14783076,-1.320567906,1.970874626,-0.019784653,0.73280426,0.726104982,0.78356003,-0.173794739,-0.279106118,-0.397304512,-1.127240123,0.174595846,0.351307303,0.025210248,0.034095577,-0.076861652,0.012870627,19.99
8069,10721,-0.875824861,0.796130839,1.774618486,-1.226129937,0.108994986,-0.216438318,0.392003546,0.09503614,1.045668481,-0.876453948,2.425850974,-1.67219004,1.740871128,1.532687309,-0.685403344,0.461752234,0.064184785,-0.058550132,-0.955070818,-0.039548141,-0.138043388,-0.134931553,-0.039165982,-0.001758052,-0.473030589,0.680141156,0.125597221,0.148192807,24
8070,10722,-0.409549582,1.170095793,1.395343731,0.224260728,0.283211295,-0.443321674,0.602568731,-0.034923493,0.838856163,-0.946033693,1.005293169,-2.354514348,2.021063933,0.979634195,0.378726622,0.050248076,1.00229217,-0.343004531,-0.658023196,0.089013149,-0.374612177,-0.739473792,0.057078217,-0.032223996,-0.241073185,0.061594013,0.232139664,0.09023996,16.99
8071,10724,1.046238279,-0.123131326,0.755494321,0.011292334,-0.036898825,0.882522854,-0.571644013,0.296279402,1.557619215,-0.798029012,2.063871095,-1.516128062,2.17413915,1.602043684,1.52239337,-1.00815038,1.661685995,-2.25944072,-1.857891626,-0.189990001,-0.127521023,0.033165177,0.255925257,-0.631874887,-0.251974148,0.971243925,-0.025033693,-0.004621635,18.04
8072,10725,-1.224805197,-0.021411117,2.780357144,-0.795733355,0.264886688,0.691653071,-0.157924299,0.330412877,1.575518573,-0.897428199,2.354540684,-1.924739607,1.14461234,1.043948541,-0.685604093,-0.011300417,0.518815687,-0.117289516,-1.154178359,0.235321599,0.028755351,0.517996202,-0.141958191,-0.272085501,0.071844156,1.026869327,0.035753652,-0.118170111,43.8
